X,Y,Cluster Size,ADU Value
38,648,1,161.400854934669
45,977,1,148.400854934669
103,685,1,142.400854934669
105,1131,1,121.40085493466901
112,1404,1,123.40085493466901
136,920,1,146.400854934669
139,1448,1,149.400854934669
142,1751,1,188.400854934669
148,1257,1,189.400854934669
169,627,1,162.400854934669
174,1325,1,124.40085493466901
181,1752,1,169.400854934669
184,385,1,153.400854934669
184,691,1,174.400854934669
201,1442,1,127.40085493466901
205,526,1,162.400854934669
205,1770,1,157.400854934669
207,67,1,161.400854934669
216,1678,1,194.400854934669
217,799,1,192.400854934669
220,55,1,148.400854934669
220,143,1,158.400854934669
225,289,1,150.400854934669
226,1592,1,179.400854934669
229,513,1,166.400854934669
235,307,1,137.400854934669
241,754,1,180.400854934669
243,1008,1,196.400854934669
249,1426,1,113.40085493466901
254,422,1,142.400854934669
254,1287,1,138.400854934669
257,1414,1,136.400854934669
261,1572,1,111.40085493466901
268,700,1,158.400854934669
273,1627,1,149.400854934669
283,1724,1,163.400854934669
287,792,1,159.400854934669
295,864,1,117.40085493466901
300,1278,1,117.40085493466901
301,257,1,111.40085493466901
302,974,1,145.400854934669
303,1587,1,174.400854934669
303,1815,1,151.400854934669
303,2024,1,195.400854934669
308,406,1,161.400854934669
313,379,1,137.400854934669
313,1704,1,138.400854934669
314,1265,1,136.400854934669
315,316,1,159.400854934669
315,574,1,147.400854934669
326,781,1,176.400854934669
328,1638,1,157.400854934669
331,724,1,136.400854934669
331,1018,1,138.400854934669
332,1211,1,118.40085493466901
338,1262,1,140.400854934669
339,803,1,177.400854934669
339,1138,1,137.400854934669
339,1535,1,151.400854934669
340,986,1,143.400854934669
340,1065,1,122.40085493466901
343,2022,1,166.400854934669
344,1209,1,119.40085493466901
345,1414,1,118.40085493466901
347,812,1,148.400854934669
347,1557,1,188.400854934669
349,903,1,148.400854934669
349,1715,1,146.400854934669
350,1316,1,132.400854934669
352,1683,1,162.400854934669
353,1362,1,125.40085493466901
356,959,1,146.400854934669
372,769,1,134.400854934669
372,775,1,143.400854934669
374,416,1,157.400854934669
374,1871,1,164.400854934669
376,683,1,167.400854934669
379,1436,1,115.40085493466901
380,824,1,142.400854934669
381,25,1,151.400854934669
382,1080,1,190.400854934669
385,673,1,147.400854934669
389,1320,1,125.40085493466901
390,206,1,150.400854934669
391,1415,1,151.400854934669
391,1472,1,152.400854934669
392,1404,1,119.40085493466901
394,113,1,123.40085493466901
397,316,1,160.400854934669
397,1018,1,140.400854934669
401,929,1,142.400854934669
402,1430,1,137.400854934669
402,1701,1,180.400854934669
405,1306,1,137.400854934669
406,506,1,134.400854934669
410,191,1,148.400854934669
410,672,1,155.400854934669
414,1744,1,141.400854934669
415,580,1,170.400854934669
416,575,1,150.400854934669
417,1375,1,127.40085493466901
419,1352,1,156.400854934669
423,1299,1,114.40085493466901
424,1187,1,170.400854934669
427,1190,1,163.400854934669
430,852,1,148.400854934669
430,927,1,140.400854934669
432,2026,1,171.400854934669
