X,Y,Cluster Size,ADU Value
76,871,1,169.74070313488326
101,181,1,161.74070313488326
116,651,1,165.74070313488326
118,1690,1,160.74070313488326
124,2022,1,149.74070313488326
132,1941,1,148.74070313488326
135,874,1,172.74070313488326
154,953,1,137.74070313488326
160,399,1,151.74070313488326
163,610,1,141.74070313488326
168,1535,1,161.74070313488326
173,614,1,156.74070313488326
179,994,1,151.74070313488326
181,1150,1,135.74070313488326
183,527,1,112.74070313488326
183,1162,1,143.74070313488326
185,273,1,152.74070313488326
191,1444,1,168.74070313488326
196,1458,1,161.74070313488326
196,1524,1,175.74070313488326
196,1751,1,162.74070313488326
200,954,1,145.74070313488326
205,1346,1,148.74070313488326
206,1313,1,169.74070313488326
206,1829,1,171.74070313488326
207,124,1,179.74070313488326
209,1063,1,144.74070313488326
212,530,1,149.74070313488326
213,1167,1,113.74070313488326
214,990,1,134.74070313488326
215,778,1,158.74070313488326
215,1184,1,114.74070313488326
220,370,1,160.74070313488326
224,1556,1,175.74070313488326
225,783,1,174.74070313488326
225,1748,1,155.74070313488326
227,1292,1,111.74070313488326
229,273,1,133.74070313488326
233,1328,1,119.74070313488326
234,1011,1,168.74070313488326
234,1280,1,147.74070313488326
236,665,1,147.74070313488326
236,1674,1,157.74070313488326
239,915,1,150.74070313488326
243,1548,1,136.74070313488326
245,1585,1,171.74070313488326
246,116,1,157.74070313488326
249,603,1,144.74070313488326
249,1082,1,156.74070313488326
250,1477,1,161.74070313488326
253,1295,1,146.74070313488326
255,396,1,161.74070313488326
257,1113,1,130.74070313488326
260,1839,1,195.74070313488326
260,1851,1,178.74070313488326
261,285,1,167.74070313488326
262,234,1,156.74070313488326
263,794,1,140.74070313488326
264,1023,1,164.74070313488326
264,1073,1,157.74070313488326
265,498,1,155.74070313488326
266,1320,1,133.74070313488326
270,837,1,167.74070313488326
271,942,1,144.74070313488326
273,1807,1,189.74070313488326
274,223,1,148.74070313488326
274,1248,1,174.74070313488326
274,1326,1,161.74070313488326
276,456,1,157.74070313488326
278,1875,1,172.74070313488326
285,331,1,167.74070313488326
285,1507,1,165.74070313488326
288,1478,1,164.74070313488326
292,1552,1,137.74070313488326
293,811,1,152.74070313488326
