X,Y,Cluster Size,ADU Value
217,1276,1,141.88482263599582
280,1155,1,111.88482263599582
307,1471,1,129.88482263599582
437,1135,1,119.88482263599582
595,1487,1,128.88482263599582
638,1205,1,131.88482263599582
712,1394,1,127.88482263599582
723,652,1,149.88482263599582
821,1340,1,134.88482263599582
1096,1425,1,114.88482263599582
1146,1169,1,119.88482263599582
1196,1330,1,121.88482263599582
1366,1482,1,123.88482263599582
1406,1109,1,144.88482263599582
1460,955,1,121.88482263599582
1488,1265,1,120.88482263599582
1911,1130,1,116.88482263599582
212,1729,2,171.76964527199164
257,1322,2,130.76964527199164
450,1411,2,142.76964527199164
483,59,2,149.76964527199164
804,1125,2,123.76964527199164
973,1423,2,125.76964527199164
995,1102,2,114.76964527199164
1080,1116,2,115.76964527199164
1191,664,2,121.76964527199164
1281,1334,2,135.76964527199164
1434,1191,2,115.76964527199164
1525,1466,2,115.76964527199164
1801,1542,2,148.76964527199164
1874,1338,2,150.76964527199164
8,1482,3,167.65446790798745
43,303,3,134.65446790798745
56,1212,3,122.65446790798748
59,953,3,123.65446790798748
134,1352,3,147.65446790798745
138,1451,3,114.65446790798748
157,1118,3,122.65446790798748
160,1453,3,118.65446790798748
187,1305,3,165.65446790798745
200,209,3,117.65446790798748
201,1108,3,186.65446790798745
219,1444,3,130.65446790798745
251,1213,3,126.65446790798748
296,1411,3,111.65446790798747
329,1413,3,127.65446790798745
342,1442,3,117.65446790798748
357,1085,3,124.65446790798748
393,1150,3,136.65446790798748
414,1396,3,112.65446790798748
414,1426,3,119.65446790798748
496,1215,3,118.65446790798748
543,1189,3,114.65446790798747
581,1086,3,111.65446790798748
582,1451,3,116.65446790798748
641,1552,3,114.65446790798748
642,1279,3,139.65446790798745
653,673,3,196.65446790798745
655,1287,3,115.65446790798745
665,1351,3,110.65446790798748
921,1452,3,128.65446790798745
986,1238,3,115.65446790798745
1025,1490,3,120.65446790798748
1079,1395,3,150.65446790798745
1219,1259,3,112.65446790798748
1301,1306,3,122.65446790798745
1431,1170,3,114.65446790798748
1452,1061,3,115.65446790798747
1598,674,3,123.65446790798748
1601,1447,3,111.65446790798748
1786,1334,3,138.65446790798745
1852,1316,3,115.65446790798745
1,2003,4,111.5392905439833
3,2,4,110.5392905439833
7,1770,4,124.5392905439833
9,1884,4,123.5392905439833
9,1020,4,111.5392905439833
12,1308,4,117.5392905439833
12,2,4,120.5392905439833
23,2,4,112.5392905439833
27,2,4,132.5392905439833
29,1119,4,138.5392905439833
37,1316,4,168.5392905439833
37,1460,4,143.53929054398327
46,1358,4,116.5392905439833
47,1476,4,153.5392905439833
52,1464,4,150.5392905439833
54,2,4,118.5392905439833
60,1311,4,164.53929054398327
68,1456,4,126.5392905439833
71,1445,4,156.5392905439833
73,2,4,113.5392905439833
73,1106,4,125.5392905439833
73,1430,4,138.5392905439833
79,1067,4,137.5392905439833
81,2,4,114.5392905439833
84,1449,4,142.5392905439833
84,1160,4,154.5392905439833
93,1342,4,148.5392905439833
96,843,4,119.5392905439833
96,1299,4,154.5392905439833
102,1298,4,179.53929054398327
106,1080,4,116.5392905439833
106,1304,4,151.5392905439833
107,1362,4,122.5392905439833
108,1041,4,134.5392905439833
113,845,4,114.5392905439833
113,1334,4,123.5392905439833
117,1451,4,147.5392905439833
120,1230,4,161.5392905439833
124,1147,4,135.5392905439833
124,1463,4,138.5392905439833
126,1294,4,111.5392905439833
135,1306,4,147.5392905439833
141,1454,4,110.5392905439833
143,1422,4,131.5392905439833
143,1465,4,121.5392905439833
162,1227,4,121.5392905439833
166,659,4,125.5392905439833
168,1312,4,124.5392905439833
172,1446,4,114.5392905439833
182,1082,4,122.5392905439833
183,1971,4,127.5392905439833
232,1182,4,188.53929054398327
239,978,4,119.5392905439833
239,1384,4,114.5392905439833
275,1348,4,114.5392905439833
310,1478,4,122.5392905439833
326,1316,4,119.5392905439833
342,1362,4,150.5392905439833
416,1458,4,111.5392905439833
488,1404,4,112.5392905439833
522,1424,4,126.5392905439833
600,337,4,143.5392905439833
601,1348,4,127.5392905439833
921,1471,4,128.5392905439833
982,1073,4,140.5392905439833
987,1416,4,124.5392905439833
1096,1417,4,119.5392905439833
1120,1057,4,116.5392905439833
1229,1057,4,112.5392905439833
1675,1481,4,111.5392905439833
1864,664,4,129.5392905439833
1882,35,4,161.5392905439833
