X,Y,Cluster Size,ADU Value
105,855,1,137.1568472783169
116,61,1,156.1568472783169
136,1589,1,123.1568472783169
154,1341,1,139.1568472783169
165,279,1,167.1568472783169
178,572,1,148.1568472783169
189,1900,1,158.1568472783169
210,1280,1,195.1568472783169
211,719,1,155.1568472783169
211,1447,1,139.1568472783169
215,1172,1,121.1568472783169
218,1119,1,139.1568472783169
222,1333,1,142.1568472783169
230,1031,1,144.1568472783169
236,288,1,145.1568472783169
241,1785,1,171.1568472783169
242,618,1,158.1568472783169
254,922,1,155.1568472783169
257,1780,1,132.1568472783169
258,1783,1,129.1568472783169
263,965,1,135.1568472783169
267,921,1,135.1568472783169
273,1565,1,144.1568472783169
274,1272,1,133.1568472783169
276,276,1,151.1568472783169
276,1981,1,159.1568472783169
282,915,1,157.1568472783169
286,629,1,145.1568472783169
286,1303,1,142.1568472783169
288,420,1,144.1568472783169
289,938,1,142.1568472783169
293,875,1,189.1568472783169
294,379,1,131.1568472783169
299,231,1,128.1568472783169
300,1571,1,155.1568472783169
302,1326,1,146.1568472783169
304,1355,1,150.1568472783169
304,1393,1,134.1568472783169
305,771,1,124.1568472783169
320,679,1,116.1568472783169
324,1634,1,154.1568472783169
325,1736,1,170.1568472783169
329,1358,1,125.1568472783169
331,1428,1,131.1568472783169
334,1210,1,136.1568472783169
337,1421,1,117.1568472783169
339,1404,1,160.1568472783169
340,794,1,137.1568472783169
342,885,1,135.1568472783169
343,1112,1,144.1568472783169
346,1213,1,136.1568472783169
351,1451,1,159.1568472783169
353,1268,1,127.1568472783169
367,676,1,147.1568472783169
368,770,1,153.1568472783169
371,42,1,147.1568472783169
373,781,1,147.1568472783169
374,1154,1,170.1568472783169
375,1612,1,129.1568472783169
377,783,1,155.1568472783169
377,915,1,161.1568472783169
377,1247,1,117.1568472783169
379,1133,1,145.1568472783169
381,1391,1,185.1568472783169
382,712,1,152.1568472783169
397,480,1,163.1568472783169
399,783,1,157.1568472783169
399,1868,1,144.1568472783169
403,936,1,141.1568472783169
405,1573,1,151.1568472783169
407,159,1,179.1568472783169
407,1172,1,156.1568472783169
408,824,1,182.1568472783169
408,826,1,138.1568472783169
409,482,1,136.1568472783169
409,940,1,149.1568472783169
411,1500,1,159.1568472783169
412,1195,1,151.1568472783169
414,1192,1,122.1568472783169
416,1731,1,165.1568472783169
419,1568,1,115.1568472783169
421,1270,1,169.1568472783169
428,487,1,124.1568472783169
428,1777,1,152.1568472783169
430,1200,1,151.1568472783169
432,408,1,160.1568472783169
434,349,1,137.1568472783169
436,927,1,146.1568472783169
438,794,1,136.1568472783169
438,1213,1,148.1568472783169
438,1424,1,122.1568472783169
445,697,1,157.1568472783169
445,700,1,139.1568472783169
445,978,1,112.1568472783169
448,1063,1,158.1568472783169
449,630,1,140.1568472783169
452,1692,1,167.1568472783169
456,536,1,145.1568472783169
461,831,1,134.1568472783169
466,1657,1,154.1568472783169
469,781,1,153.1568472783169
470,360,1,149.1568472783169
471,791,1,180.1568472783169
471,1001,1,116.1568472783169
471,1059,1,150.1568472783169
475,184,1,155.1568472783169
475,1148,1,157.1568472783169
480,1282,1,131.1568472783169
481,1391,1,147.1568472783169
481,1430,1,116.1568472783169
484,514,1,146.1568472783169
486,188,1,163.1568472783169
488,1190,1,145.1568472783169
491,494,1,161.1568472783169
493,1149,1,136.1568472783169
495,1935,1,147.1568472783169
497,815,1,128.1568472783169
502,73,1,115.1568472783169
502,343,1,164.1568472783169
504,244,1,121.1568472783169
504,1254,1,130.1568472783169
506,1210,1,149.1568472783169
506,1958,1,152.1568472783169
507,1379,1,140.1568472783169
512,1362,1,113.1568472783169
512,1901,1,186.1568472783169
513,1282,1,131.1568472783169
514,862,1,141.1568472783169
514,1728,1,154.1568472783169
515,834,1,131.1568472783169
516,1432,1,127.1568472783169
517,87,1,149.1568472783169
517,206,1,176.1568472783169
520,401,1,179.1568472783169
520,671,1,162.1568472783169
521,394,1,154.1568472783169
522,964,1,126.1568472783169
