X,Y,Photon Count,ADU Value
8,1457,2,34.98176842264055
9,1455,2,38.98176842264055
9,1456,2,22.98176842264055
9,1457,2,32.98176842264055
10,1455,2,52.98176842264055
10,1289,2,29.98176842264055
10,1290,2,33.98176842264055
11,1289,2,46.98176842264055
11,1290,2,41.98176842264055
30,1396,2,35.98176842264055
31,1394,2,53.98176842264055
31,1395,2,73.98176842264056
379,1476,2,26.98176842264055
379,1478,2,105.98176842264056
380,1476,2,68.98176842264056
379,1476,2,26.98176842264055
379,1478,2,105.98176842264056
380,1476,2,68.98176842264056
666,1868,3,25.98176842264055
666,1869,3,120.98176842264056
667,1868,3,34.98176842264055
667,1869,3,102.98176842264056
666,1868,3,25.98176842264055
666,1869,3,120.98176842264056
667,1868,3,34.98176842264055
667,1869,3,102.98176842264056
667,1870,3,20.98176842264055
666,1869,2,120.98176842264056
667,1869,2,102.98176842264056
667,1870,2,20.98176842264055
666,1868,3,25.98176842264055
666,1869,3,120.98176842264056
667,1868,3,34.98176842264055
667,1869,3,102.98176842264056
666,1868,3,25.98176842264055
666,1869,3,120.98176842264056
667,1868,3,34.98176842264055
667,1869,3,102.98176842264056
667,1870,3,20.98176842264055
666,1869,2,120.98176842264056
667,1869,2,102.98176842264056
667,1870,2,20.98176842264055
727,0,2,33.98176842264055
727,2,2,27.98176842264055
728,0,2,37.98176842264055
728,2,2,30.98176842264055
729,0,2,39.98176842264055
729,2,2,30.98176842264055
728,0,2,37.98176842264055
728,2,2,30.98176842264055
729,0,2,39.98176842264055
729,2,2,30.98176842264055
730,0,2,30.98176842264055
730,2,2,33.98176842264055
779,0,2,31.98176842264055
779,2,2,34.98176842264055
780,0,2,30.98176842264055
780,2,2,33.98176842264055
781,0,2,40.98176842264055
781,2,2,29.98176842264055
801,0,2,38.98176842264055
801,2,2,25.98176842264055
802,0,2,39.98176842264055
802,2,2,31.98176842264055
803,0,2,35.98176842264055
803,2,2,28.98176842264055
937,0,2,37.98176842264055
937,2,2,29.98176842264055
938,0,2,33.98176842264055
938,2,2,32.98176842264055
939,0,2,35.98176842264055
939,2,2,29.98176842264055
966,0,2,41.98176842264055
966,2,2,29.98176842264055
967,0,2,30.98176842264055
967,2,2,30.98176842264055
968,0,2,40.98176842264055
968,2,2,28.98176842264055
994,0,2,37.98176842264055
994,2,2,35.98176842264055
995,0,2,29.98176842264055
995,2,2,32.98176842264055
996,0,2,37.98176842264055
996,2,2,28.98176842264055
1009,0,2,28.98176842264055
1009,2,2,30.98176842264055
1010,0,2,37.98176842264055
1010,2,2,32.98176842264055
1011,0,2,41.98176842264055
1011,2,2,34.98176842264055
1010,0,2,37.98176842264055
1010,2,2,32.98176842264055
1011,0,2,41.98176842264055
1011,2,2,34.98176842264055
1012,0,2,40.98176842264055
1012,2,2,26.98176842264055
1011,0,2,41.98176842264055
1011,2,2,34.98176842264055
1012,0,2,40.98176842264055
1012,2,2,26.98176842264055
1013,0,2,37.98176842264055
1013,2,2,23.98176842264055
1041,0,2,38.98176842264055
1041,2,2,25.98176842264055
1042,0,2,42.98176842264055
1042,2,2,25.98176842264055
1043,0,2,37.98176842264055
1043,2,2,28.98176842264055
1046,0,2,39.98176842264055
1046,2,2,26.98176842264055
1047,0,2,44.98176842264055
1047,2,2,21.98176842264055
1048,0,2,37.98176842264055
1048,2,2,29.98176842264055
1103,0,2,34.98176842264055
1103,2,2,26.98176842264055
1104,0,2,42.98176842264055
1104,2,2,25.98176842264055
1105,0,2,40.98176842264055
1105,2,2,29.98176842264055
1104,0,2,42.98176842264055
1104,2,2,25.98176842264055
1105,0,2,40.98176842264055
1105,2,2,29.98176842264055
1106,0,2,33.98176842264055
1106,2,2,29.98176842264055
1108,0,2,40.98176842264055
1108,2,2,23.98176842264055
1109,0,2,36.98176842264055
1109,2,2,28.98176842264055
1110,0,2,35.98176842264055
1110,2,2,33.98176842264055
1109,0,2,36.98176842264055
1109,2,2,28.98176842264055
1110,0,2,35.98176842264055
1110,2,2,33.98176842264055
1111,0,2,37.98176842264055
1111,2,2,33.98176842264055
1114,0,2,34.98176842264055
1114,2,2,27.98176842264055
1115,0,2,34.98176842264055
1115,2,2,31.98176842264055
1116,0,2,42.98176842264055
1116,2,2,29.98176842264055
1125,0,2,36.98176842264055
1125,2,2,28.98176842264055
1126,0,2,39.98176842264055
1126,2,2,31.98176842264055
1127,0,2,36.98176842264055
1127,2,2,25.98176842264055
1143,0,2,34.98176842264055
1143,2,2,31.98176842264055
1144,0,2,42.98176842264055
1144,2,2,21.98176842264055
1145,0,2,40.98176842264055
1145,2,2,30.98176842264055
1163,0,2,36.98176842264055
1163,2,2,25.98176842264055
1164,0,2,36.98176842264055
1164,2,2,35.98176842264055
