X,Y,Cluster Size,ADU Value
79,1009,1,147.82359117542956
81,219,1,154.82359117542956
102,773,1,176.82359117542956
104,883,1,190.82359117542956
122,1216,1,162.82359117542956
125,1051,1,146.82359117542956
126,1068,1,203.82359117542956
139,1088,1,132.82359117542956
150,531,1,165.82359117542956
151,1588,1,148.82359117542956
159,561,1,146.82359117542956
159,699,1,153.82359117542956
160,1286,1,160.82359117542956
165,1123,1,139.82359117542956
172,819,1,155.82359117542956
174,942,1,170.82359117542956
176,992,1,129.82359117542956
180,1677,1,182.82359117542956
181,1496,1,150.82359117542956
192,1161,1,163.82359117542956
197,147,1,159.82359117542956
204,190,1,151.82359117542956
210,634,1,162.82359117542956
215,230,1,161.82359117542956
218,1293,1,195.82359117542956
221,1118,1,128.82359117542956
221,1406,1,123.82359117542956
225,1779,1,145.82359117542956
226,1438,1,151.82359117542956
227,1563,1,146.82359117542956
231,757,1,139.82359117542956
233,1139,1,160.82359117542956
238,1313,1,162.82359117542956
240,733,1,191.82359117542956
240,1434,1,146.82359117542956
251,653,1,153.82359117542956
251,1338,1,151.82359117542956
252,1929,1,163.82359117542956
258,1284,1,153.82359117542956
260,609,1,162.82359117542956
260,917,1,118.82359117542956
264,764,1,143.82359117542956
265,1087,1,161.82359117542956
268,1300,1,131.82359117542956
268,1693,1,156.82359117542956
271,186,1,167.82359117542956
271,1954,1,150.82359117542956
273,1827,1,191.82359117542956
276,1235,1,167.82359117542956
279,557,1,133.82359117542956
279,631,1,150.82359117542956
280,776,1,150.82359117542956
280,820,1,136.82359117542956
280,1828,1,127.82359117542956
281,24,1,164.82359117542956
289,802,1,145.82359117542956
289,954,1,161.82359117542956
292,1898,1,185.82359117542956
292,2003,1,147.82359117542956
293,994,1,153.82359117542956
295,1731,1,142.82359117542956
296,750,1,146.82359117542956
297,376,1,149.82359117542956
298,831,1,126.82359117542956
298,962,1,157.82359117542956
300,938,1,167.82359117542956
301,388,1,164.82359117542956
304,1915,1,151.82359117542956
305,916,1,138.82359117542956
307,1162,1,138.82359117542956
307,1297,1,130.82359117542956
308,1663,1,137.82359117542956
309,403,1,168.82359117542956
313,276,1,162.82359117542956
313,1339,1,160.82359117542956
316,1823,1,149.82359117542956
317,470,1,152.82359117542956
322,560,1,161.82359117542956
322,1344,1,174.82359117542956
322,1464,1,151.82359117542956
324,986,1,172.82359117542956
324,1260,1,138.82359117542956
327,350,1,118.82359117542956
328,847,1,142.82359117542956
330,742,1,150.82359117542956
330,1113,1,160.82359117542956
331,498,1,142.82359117542956
331,699,1,139.82359117542956
332,90,1,158.82359117542956
334,588,1,171.82359117542956
334,1279,1,137.82359117542956
335,1088,1,130.82359117542956
335,1281,1,114.82359117542956
337,702,1,154.82359117542956
339,853,1,147.82359117542956
339,1757,1,119.82359117542956
341,49,1,134.82359117542956
341,1167,1,155.82359117542956
342,858,1,154.82359117542956
345,915,1,141.82359117542956
347,504,1,121.82359117542956
351,956,1,139.82359117542956
351,1386,1,169.82359117542956
353,697,1,136.82359117542956
353,1719,1,112.82359117542956
355,461,1,146.82359117542956
356,1328,1,169.82359117542956
357,563,1,150.82359117542956
357,746,1,165.82359117542956
358,672,1,144.82359117542956
358,1186,1,161.82359117542956
358,1247,1,152.82359117542956
359,1261,1,119.82359117542956
362,962,1,151.82359117542956
362,1735,1,157.82359117542956
363,1145,1,133.82359117542956
364,723,1,158.82359117542956
365,573,1,181.82359117542956
365,968,1,146.82359117542956
365,1498,1,148.82359117542956
367,288,1,173.82359117542956
367,827,1,171.82359117542956
368,467,1,152.82359117542956
370,851,1,126.82359117542956
372,1642,1,191.82359117542956
375,1027,1,135.82359117542956
376,752,1,124.82359117542956
376,857,1,154.82359117542956
377,987,1,149.82359117542956
377,1057,1,117.82359117542956
380,827,1,166.82359117542956
385,402,1,165.82359117542956
386,1742,1,129.82359117542956
390,650,1,129.82359117542956
390,1390,1,146.82359117542956
391,1415,1,141.82359117542956
392,287,1,167.82359117542956
392,321,1,154.82359117542956
393,903,1,156.82359117542956
395,991,1,157.82359117542956
395,1663,1,147.82359117542956
397,953,1,160.82359117542956
397,1427,1,111.82359117542956
398,487,1,150.82359117542956
398,951,1,164.82359117542956
398,1727,1,184.82359117542956
400,511,1,128.82359117542956
401,1224,1,113.82359117542956
401,1908,1,151.82359117542956
402,212,1,150.82359117542956
404,601,1,142.82359117542956
405,379,1,155.82359117542956
405,796,1,134.82359117542956
408,2037,1,171.82359117542956
409,332,1,137.82359117542956
410,1307,1,154.82359117542956
410,1621,1,138.82359117542956
411,899,1,190.82359117542956
413,915,1,163.82359117542956
414,1108,1,179.82359117542956
414,1539,1,155.82359117542956
415,748,1,138.82359117542956
416,1609,1,129.82359117542956
418,725,1,167.82359117542956
419,1897,1,129.82359117542956
421,1655,1,144.82359117542956
422,869,1,133.82359117542956
423,1738,1,168.82359117542956
424,405,1,173.82359117542956
425,1171,1,135.82359117542956
426,461,1,184.82359117542956
427,1743,1,164.82359117542956
428,440,1,167.82359117542956
429,541,1,128.82359117542956
431,636,1,190.82359117542956
432,418,1,164.82359117542956
432,633,1,143.82359117542956
433,1775,1,176.82359117542956
435,1042,1,110.82359117542956
435,1225,1,138.82359117542956
435,1259,1,111.82359117542956
435,1608,1,177.82359117542956
437,850,1,137.82359117542956
441,310,1,118.82359117542956
441,1589,1,130.82359117542956
441,1747,1,144.82359117542956
444,1143,1,154.82359117542956
445,850,1,116.82359117542956
445,895,1,149.82359117542956
445,1438,1,132.82359117542956
445,1441,1,161.82359117542956
448,63,1,146.82359117542956
448,1131,1,125.82359117542956
451,527,1,142.82359117542956
452,57,1,162.82359117542956
453,960,1,200.82359117542956
454,967,1,137.82359117542956
454,1235,1,129.82359117542956
454,1407,1,155.82359117542956
455,270,1,145.82359117542956
456,867,1,137.82359117542956
457,1034,1,172.82359117542956
457,1647,1,181.82359117542956
458,1512,1,154.82359117542956
460,110,1,131.82359117542956
460,1120,1,156.82359117542956
461,731,1,132.82359117542956
464,745,1,134.82359117542956
464,1219,1,118.82359117542956
464,1436,1,126.82359117542956
464,1890,1,152.82359117542956
465,1458,1,158.82359117542956
466,507,1,158.82359117542956
468,1436,1,159.82359117542956
469,657,1,135.82359117542956
469,1380,1,132.82359117542956
471,956,1,155.82359117542956
471,1684,1,111.82359117542956
472,1757,1,151.82359117542956
472,1786,1,163.82359117542956
475,576,1,147.82359117542956
475,1495,1,155.82359117542956
476,998,1,191.82359117542956
476,1737,1,116.82359117542956
477,370,1,201.82359117542956
477,1236,1,143.82359117542956
478,1058,1,136.82359117542956
478,1144,1,169.82359117542956
479,293,1,151.82359117542956
480,1872,1,142.82359117542956
482,783,1,170.82359117542956
482,1267,1,123.82359117542956
482,1407,1,182.82359117542956
484,702,1,158.82359117542956
486,513,1,122.82359117542956
486,1163,1,149.82359117542956
486,1256,1,143.82359117542956
488,329,1,163.82359117542956
488,514,1,171.82359117542956
488,1366,1,137.82359117542956
489,1204,1,142.82359117542956
490,980,1,158.82359117542956
491,918,1,163.82359117542956
491,1022,1,123.82359117542956
492,811,1,135.82359117542956
492,1303,1,164.82359117542956
493,887,1,150.82359117542956
495,1014,1,162.82359117542956
495,1456,1,165.82359117542956
495,1819,1,143.82359117542956
496,444,1,141.82359117542956
496,1355,1,159.82359117542956
497,1175,1,149.82359117542956
501,726,1,135.82359117542956
501,1434,1,161.82359117542956
501,1848,1,364.82359117542956
502,744,1,143.82359117542956
502,1115,1,148.82359117542956
502,1493,1,134.82359117542956
503,366,1,145.82359117542956
504,1074,1,158.82359117542956
505,1660,1,133.82359117542956
506,672,1,137.82359117542956
506,959,1,109.82359117542956
508,368,1,143.82359117542956
508,787,1,159.82359117542956
510,857,1,183.82359117542956
511,1509,1,172.82359117542956
511,1556,1,159.82359117542956
512,1563,1,177.82359117542956
512,1608,1,176.82359117542956
